--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
demo_image/cropped_514.png	4tc                      	0.0739
demo_image/cropped_515.png	the                      	0.0937
demo_image/cropped_516.png	kny                      	0.6619
demo_image/cropped_517.png	144                      	0.9364
demo_image/cropped_518.png	apr                      	0.1051
demo_image/cropped_519.png	propent                  	0.0000
demo_image/cropped_520.png	the                      	0.1021
demo_image/cropped_521.png	and                      	0.1542
demo_image/cropped_522.png	king                     	0.0076
demo_image/cropped_523.png	and                      	0.0172
demo_image/cropped_524.png	some                     	0.0085
demo_image/cropped_525.png	rht                      	0.0420
demo_image/cropped_526.png	928                      	0.9858
demo_image/cropped_527.png	cll                      	0.0444
demo_image/cropped_528.png	eco                      	0.1014
demo_image/cropped_529.png	eli                      	0.1272
demo_image/cropped_530.png	of                       	0.2249
demo_image/cropped_531.png	and                      	0.0407
demo_image/cropped_532.png	die                      	0.0420
demo_image/cropped_533.png	54                       	0.7490
demo_image/cropped_534.png	ev                       	0.8485
demo_image/cropped_535.png	532                      	0.5646
demo_image/cropped_536.png	21                       	0.4650
demo_image/cropped_537.png	kn                       	0.9954
demo_image/cropped_538.png	444                      	0.5068
demo_image/cropped_539.png	san                      	0.0082
demo_image/cropped_540.png	ev                       	0.9744
demo_image/cropped_541.png	532                      	0.9791
demo_image/cropped_542.png	54                       	0.8114
demo_image/cropped_543.png	ev                       	0.9726
demo_image/cropped_544.png	532                      	0.9427
demo_image/cropped_545.png	so                       	0.5842
demo_image/cropped_546.png	ev                       	0.4248
demo_image/cropped_547.png	5c2                      	0.0840
demo_image/cropped_548.png	in                       	0.0729
demo_image/cropped_549.png	mst                      	0.0229
demo_image/cropped_550.png	bast                     	0.0645
demo_image/cropped_551.png	and                      	0.0305
demo_image/cropped_552.png	and                      	0.1629
demo_image/cropped_553.png	of                       	0.0899
demo_image/cropped_554.png	and                      	0.1923
demo_image/cropped_555.png	ril                      	0.0375
demo_image/cropped_556.png	928                      	0.9590
demo_image/cropped_557.png	11                       	0.2246
demo_image/cropped_558.png	and                      	0.0055
demo_image/cropped_559.png	soo                      	0.0341
demo_image/cropped_560.png	the                      	0.0654
demo_image/cropped_561.png	medi                     	0.0022
demo_image/cropped_562.png	mass                     	0.0582
demo_image/cropped_563.png	41                       	0.9957
demo_image/cropped_564.png	kn                       	0.9848
demo_image/cropped_565.png	444                      	0.9749
demo_image/cropped_566.png	and                      	0.0097
demo_image/cropped_567.png	had                      	0.0147
demo_image/cropped_568.png	the                      	0.0835
demo_image/cropped_569.png	i                        	0.5483
demo_image/cropped_570.png	the                      	0.4665
demo_image/cropped_571.png	144                      	0.7992
demo_image/cropped_572.png	and                      	0.2537
demo_image/cropped_573.png	can                      	0.0279
demo_image/cropped_574.png	and                      	0.0278
demo_image/cropped_575.png	the                      	0.0625
demo_image/cropped_576.png	the                      	0.6148
demo_image/cropped_577.png	the                      	0.0782
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
demo_image/cropped_578.png	sit                      	0.0516
demo_image/cropped_579.png	late                     	0.0022
demo_image/cropped_580.png	sefi                     	0.0116
demo_image/cropped_581.png	and                      	0.0653
demo_image/cropped_582.png	all                      	0.1655
demo_image/cropped_583.png	928                      	0.8628
demo_image/cropped_584.png	41                       	0.9988
demo_image/cropped_585.png	kny                      	0.4585
demo_image/cropped_586.png	344                      	0.5157
demo_image/cropped_587.png	ft                       	0.1226
demo_image/cropped_588.png	the                      	0.2276
demo_image/cropped_589.png	to                       	0.2028
demo_image/cropped_590.png	on                       	0.1570
demo_image/cropped_591.png	end                      	0.0087
demo_image/cropped_592.png	doe                      	0.0836
demo_image/cropped_593.png	41                       	0.3999
demo_image/cropped_594.png	kn                       	0.9730
demo_image/cropped_595.png	444                      	0.6725
demo_image/cropped_596.png	and                      	0.0927
demo_image/cropped_597.png	ear                      	0.0644
demo_image/cropped_598.png	ded                      	0.0247
demo_image/cropped_599.png	a                        	0.3981
demo_image/cropped_600.png	and                      	0.0342
demo_image/cropped_601.png	pat                      	0.0030
demo_image/cropped_602.png	serventing               	0.0000
demo_image/cropped_603.png	pid                      	0.0658
demo_image/cropped_604.png	92                       	0.7774
demo_image/cropped_605.png	the                      	0.0806
demo_image/cropped_606.png	the                      	0.3360
demo_image/cropped_607.png	and                      	0.0319
demo_image/cropped_608.png	the                      	0.0792
demo_image/cropped_609.png	the                      	0.0663
demo_image/cropped_610.png	the                      	0.0517
demo_image/cropped_611.png	and                      	0.0206
demo_image/cropped_612.png	go                       	0.4002
demo_image/cropped_613.png	978                      	0.7685
demo_image/cropped_614.png	41                       	0.5286
demo_image/cropped_615.png	rill                     	0.0948
demo_image/cropped_616.png	928                      	0.4948
demo_image/cropped_617.png	li                       	0.3154
demo_image/cropped_618.png	for                      	0.0770
demo_image/cropped_619.png	but                      	0.1194
demo_image/cropped_620.png	the                      	0.1539
demo_image/cropped_621.png	isst                     	0.0431
demo_image/cropped_622.png	the                      	0.0705
demo_image/cropped_623.png	54                       	0.2324
demo_image/cropped_624.png	ev                       	0.6871
demo_image/cropped_625.png	532                      	0.6427
demo_image/cropped_626.png	fli                      	0.0940
demo_image/cropped_627.png	eli                      	0.0558
demo_image/cropped_628.png	feel                     	0.0083
demo_image/cropped_629.png	the                      	0.0805
demo_image/cropped_630.png	cor                      	0.3693
demo_image/cropped_631.png	978                      	0.9169
demo_image/cropped_632.png	the                      	0.0705
demo_image/cropped_633.png	hold                     	0.0101
demo_image/cropped_634.png	say                      	0.0469
demo_image/cropped_635.png	so                       	0.3993
demo_image/cropped_636.png	ev                       	0.8411
demo_image/cropped_637.png	see                      	0.0595
demo_image/cropped_638.png	in                       	0.0509
demo_image/cropped_639.png	the                      	0.1269
demo_image/cropped_640.png	ffi                      	0.0898
demo_image/cropped_641.png	any                      	0.0622
demo_image/cropped_642.png	his                      	0.0089
demo_image/cropped_643.png	the                      	0.1047
demo_image/cropped_644.png	also                     	0.0543
demo_image/cropped_645.png	ega                      	0.2037
demo_image/cropped_646.png	508                      	0.4196
demo_image/cropped_647.png	13                       	0.2048
demo_image/cropped_648.png	gae                      	0.1552
demo_image/cropped_649.png	500                      	0.3328
demo_image/cropped_650.png	on                       	0.2360
demo_image/cropped_651.png	and                      	0.0231
demo_image/cropped_652.png	ses                      	0.2122
demo_image/cropped_653.png	a                        	0.1922
demo_image/cropped_654.png	the                      	0.0715
demo_image/cropped_655.png	the                      	0.0779
demo_image/cropped_656.png	lit                      	0.0299
demo_image/cropped_657.png	colo                     	0.0093
demo_image/cropped_658.png	1588                     	0.1565
demo_image/cropped_659.png	i                        	0.2356
demo_image/cropped_660.png	and                      	0.1099
demo_image/cropped_661.png	and                      	0.1272
demo_image/cropped_662.png	and                      	0.0477
demo_image/cropped_663.png	ril                      	0.0424
demo_image/cropped_664.png	928                      	0.9908
demo_image/cropped_665.png	state                    	0.0022
demo_image/cropped_666.png	evi                      	0.1830
demo_image/cropped_667.png	see                      	0.0661
demo_image/cropped_668.png	the                      	0.1255
demo_image/cropped_669.png	goo                      	0.0290
demo_image/cropped_670.png	979                      	0.6719
demo_image/cropped_671.png	111                      	0.0946
demo_image/cropped_672.png	ga                       	0.2574
demo_image/cropped_673.png	500                      	0.2081
demo_image/cropped_674.png	the                      	0.0368
demo_image/cropped_675.png	and                      	0.0115
demo_image/cropped_676.png	off                      	0.2005
demo_image/cropped_677.png	co                       	0.1087
demo_image/cropped_678.png	agor                     	0.0026
demo_image/cropped_679.png	550                      	0.0439
demo_image/cropped_680.png	41                       	0.7676
demo_image/cropped_681.png	ru                       	0.1539
demo_image/cropped_682.png	928                      	0.9978
demo_image/cropped_683.png	apr                      	0.0199
demo_image/cropped_684.png	eli                      	0.0395
demo_image/cropped_685.png	pee                      	0.0152
demo_image/cropped_686.png	and                      	0.0660
demo_image/cropped_687.png	evi                      	0.7578
demo_image/cropped_688.png	332                      	0.5630
demo_image/cropped_689.png	git                      	0.0289
demo_image/cropped_690.png	poo                      	0.1434
demo_image/cropped_691.png	see                      	0.0969
demo_image/cropped_692.png	and                      	0.0445
demo_image/cropped_693.png	ril                      	0.0269
demo_image/cropped_694.png	928                      	0.7425
demo_image/cropped_695.png	the                      	0.1341
demo_image/cropped_696.png	kny                      	0.7212
demo_image/cropped_697.png	14                       	0.3101
demo_image/cropped_698.png	the                      	0.1340
demo_image/cropped_699.png	evi                      	0.3648
demo_image/cropped_700.png	532                      	0.6847
demo_image/cropped_701.png	21                       	0.0938
demo_image/cropped_702.png	kn                       	0.9368
demo_image/cropped_703.png	440                      	0.0533
demo_image/cropped_704.png	31                       	0.3767
demo_image/cropped_705.png	kin                      	0.0194
demo_image/cropped_706.png	to                       	0.1112
demo_image/cropped_707.png	all                      	0.0407
demo_image/cropped_708.png	mst                      	0.0393
demo_image/cropped_709.png	and                      	0.3104
demo_image/cropped_710.png	the                      	0.1583
demo_image/cropped_711.png	tsm                      	0.1349
demo_image/cropped_712.png	ans                      	0.1164
demo_image/cropped_713.png	411                      	0.3668
demo_image/cropped_714.png	kny                      	0.7423
demo_image/cropped_715.png	144                      	0.8617
demo_image/cropped_716.png	50                       	0.4013
demo_image/cropped_717.png	ev                       	0.9692
demo_image/cropped_718.png	332                      	0.0407
demo_image/cropped_719.png	41                       	0.9975
demo_image/cropped_720.png	kn                       	0.9769
demo_image/cropped_721.png	444                      	0.9989
demo_image/cropped_722.png	131                      	0.9067
demo_image/cropped_723.png	ago                      	0.0577
demo_image/cropped_724.png	580                      	0.0580
demo_image/cropped_725.png	disk                     	0.0076
demo_image/cropped_726.png	the                      	0.1949
demo_image/cropped_727.png	mast                     	0.0252
demo_image/cropped_728.png	52                       	0.3826
demo_image/cropped_729.png	ev                       	0.9439
demo_image/cropped_730.png	532                      	0.4767
demo_image/cropped_731.png	apr                      	0.0826
demo_image/cropped_732.png	mc                       	0.0789
demo_image/cropped_733.png	issen                    	0.0820
demo_image/cropped_734.png	and                      	0.0384
demo_image/cropped_735.png	all                      	0.0448
demo_image/cropped_736.png	see                      	0.0495
demo_image/cropped_737.png	the                      	0.0801
demo_image/cropped_738.png	the                      	0.2211
demo_image/cropped_739.png	deise                    	0.5507
demo_image/cropped_740.png	cll                      	0.0675
demo_image/cropped_741.png	any                      	0.0396
demo_image/cropped_742.png	but                      	0.0440
demo_image/cropped_743.png	ick                      	0.0049
demo_image/cropped_744.png	the                      	0.0667
demo_image/cropped_745.png	diss                     	0.0703
demo_image/cropped_746.png	on                       	0.0568
demo_image/cropped_747.png	the                      	0.0133
demo_image/cropped_748.png	sound                    	0.0068
demo_image/cropped_749.png	and                      	0.0291
demo_image/cropped_750.png	contand                  	0.0002
demo_image/cropped_751.png	tri                      	0.0341
demo_image/cropped_752.png	the                      	0.0412
demo_image/cropped_753.png	kin                      	0.0921
demo_image/cropped_754.png	447                      	0.1050
demo_image/cropped_755.png	contanting               	0.0000
demo_image/cropped_756.png	ett                      	0.0239
demo_image/cropped_757.png	ffo                      	0.0283
demo_image/cropped_758.png	54                       	0.9972
demo_image/cropped_759.png	ev                       	0.9375
demo_image/cropped_760.png	532                      	0.9605
demo_image/cropped_761.png	sure                     	0.0009
demo_image/cropped_762.png	go                       	0.4569
demo_image/cropped_763.png	1993                     	0.0534
demo_image/cropped_764.png	and                      	0.0416
demo_image/cropped_765.png	and                      	0.0428
demo_image/cropped_766.png	and                      	0.0377
demo_image/cropped_767.png	the                      	0.1493
demo_image/cropped_768.png	wst                      	0.0308
demo_image/cropped_769.png	base                     	0.2179
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
demo_image/cropped_770.png	41                       	0.9510
demo_image/cropped_771.png	rhn                      	0.0941
demo_image/cropped_772.png	928                      	0.9855
demo_image/cropped_773.png	41                       	0.9973
demo_image/cropped_774.png	kn                       	0.9942
demo_image/cropped_775.png	444                      	0.9472
demo_image/cropped_776.png	fl                       	0.4518
demo_image/cropped_777.png	let                      	0.0068
demo_image/cropped_778.png	for                      	0.0355
demo_image/cropped_779.png	54                       	0.2807
demo_image/cropped_780.png	ev                       	0.9301
demo_image/cropped_781.png	seed                     	0.0457
demo_image/cropped_782.png	any                      	0.0300
demo_image/cropped_783.png	kind                     	0.0051
demo_image/cropped_784.png	to                       	0.1130
demo_image/cropped_785.png	ft                       	0.1899
demo_image/cropped_786.png	any                      	0.3892
demo_image/cropped_787.png	144                      	0.5260
demo_image/cropped_788.png	i                        	0.2647
demo_image/cropped_789.png	the                      	0.2620
demo_image/cropped_790.png	144                      	0.9403
demo_image/cropped_791.png	any                      	0.0168
demo_image/cropped_792.png	any                      	0.0116
demo_image/cropped_793.png	the                      	0.0416
demo_image/cropped_794.png	and                      	0.0423
demo_image/cropped_795.png	got                      	0.0117
demo_image/cropped_796.png	see                      	0.0865
demo_image/cropped_797.png	41                       	0.8811
demo_image/cropped_798.png	kn                       	0.9870
demo_image/cropped_799.png	4ll                      	0.3925
demo_image/cropped_800.png	and                      	0.0295
demo_image/cropped_801.png	and                      	0.0308
demo_image/cropped_802.png	928                      	0.8512
demo_image/cropped_803.png	and                      	0.0558
demo_image/cropped_804.png	ed                       	0.0191
demo_image/cropped_805.png	dee                      	0.0219
demo_image/cropped_806.png	and                      	0.0338
demo_image/cropped_807.png	did                      	0.0179
demo_image/cropped_808.png	ced                      	0.0237
demo_image/cropped_809.png	and                      	0.0423
demo_image/cropped_810.png	the                      	0.6332
demo_image/cropped_811.png	apr                      	0.2405
demo_image/cropped_812.png	41                       	0.9938
demo_image/cropped_813.png	kn                       	0.5597
demo_image/cropped_814.png	44                       	0.5773
demo_image/cropped_815.png	the                      	0.0452
demo_image/cropped_816.png	now                      	0.0206
demo_image/cropped_817.png	158b                     	0.0068
demo_image/cropped_818.png	the                      	0.1693
demo_image/cropped_819.png	i                        	0.4478
demo_image/cropped_820.png	in                       	0.0992
demo_image/cropped_821.png	the                      	0.0648
demo_image/cropped_822.png	kn                       	0.6078
demo_image/cropped_823.png	446                      	0.0541
demo_image/cropped_824.png	li                       	0.1455
demo_image/cropped_825.png	aga                      	0.0598
demo_image/cropped_826.png	1993                     	0.2857
demo_image/cropped_827.png	good                     	0.0064
demo_image/cropped_828.png	gob                      	0.1619
demo_image/cropped_829.png	978                      	0.7186
demo_image/cropped_830.png	and                      	0.0824
demo_image/cropped_831.png	piff                     	0.0557
demo_image/cropped_832.png	928                      	0.6010
demo_image/cropped_833.png	on                       	0.0775
demo_image/cropped_834.png	est                      	0.0269
demo_image/cropped_835.png	see                      	0.1293
demo_image/cropped_836.png	41                       	0.9977
demo_image/cropped_837.png	kny                      	0.5891
demo_image/cropped_838.png	144                      	0.9034
demo_image/cropped_839.png	and                      	0.0396
demo_image/cropped_840.png	the                      	0.1403
demo_image/cropped_841.png	the                      	0.1579
demo_image/cropped_842.png	so                       	0.2758
demo_image/cropped_843.png	ev                       	0.6281
demo_image/cropped_844.png	532                      	0.6260
demo_image/cropped_845.png	so                       	0.5409
demo_image/cropped_846.png	ev                       	0.9310
demo_image/cropped_847.png	332                      	0.3711
demo_image/cropped_848.png	a                        	0.1442
demo_image/cropped_849.png	his                      	0.0147
demo_image/cropped_850.png	17                       	0.0624
demo_image/cropped_851.png	on                       	0.4386
demo_image/cropped_852.png	boo                      	0.0177
demo_image/cropped_853.png	gbb                      	0.1086
demo_image/cropped_854.png	on                       	0.1354
demo_image/cropped_855.png	to                       	0.1674
demo_image/cropped_856.png	soli                     	0.0026
demo_image/cropped_857.png	and                      	0.0654
demo_image/cropped_858.png	rhi                      	0.3856
demo_image/cropped_859.png	928                      	0.9957
demo_image/cropped_860.png	in                       	0.1198
demo_image/cropped_861.png	eve                      	0.1423
demo_image/cropped_862.png	jefi                     	0.0425
demo_image/cropped_863.png	4                        	0.5806
demo_image/cropped_864.png	run                      	0.0092
demo_image/cropped_865.png	928                      	0.9565
demo_image/cropped_866.png	o                        	0.4009
demo_image/cropped_867.png	the                      	0.0503
demo_image/cropped_868.png	and                      	0.0801
demo_image/cropped_869.png	41                       	0.9699
demo_image/cropped_870.png	rh                       	0.2096
demo_image/cropped_871.png	928                      	0.9948
demo_image/cropped_872.png	41                       	0.9989
demo_image/cropped_873.png	kn                       	0.8673
demo_image/cropped_874.png	444                      	0.9771
demo_image/cropped_875.png	oil                      	0.0218
demo_image/cropped_876.png	call                     	0.0074
demo_image/cropped_877.png	giz                      	0.0164
demo_image/cropped_878.png	the                      	0.0860
demo_image/cropped_879.png	is                       	0.2989
demo_image/cropped_880.png	d2s                      	0.0830
demo_image/cropped_881.png	54                       	0.7909
demo_image/cropped_882.png	ev                       	0.7886
demo_image/cropped_883.png	532                      	0.6981
demo_image/cropped_884.png	the                      	0.0933
demo_image/cropped_885.png	kny                      	0.5292
demo_image/cropped_886.png	144                      	0.6276
demo_image/cropped_887.png	and                      	0.0763
demo_image/cropped_888.png	pil                      	0.1002
demo_image/cropped_889.png	1226                     	0.0036
demo_image/cropped_890.png	contanting               	0.0000
demo_image/cropped_891.png	for                      	0.0505
demo_image/cropped_892.png	del                      	0.0475
demo_image/cropped_893.png	41                       	0.9970
demo_image/cropped_894.png	kny                      	0.5964
demo_image/cropped_895.png	444                      	0.6214
demo_image/cropped_896.png	oi                       	0.0498
demo_image/cropped_897.png	ago                      	0.0839
demo_image/cropped_898.png	588                      	0.2446
demo_image/cropped_899.png	if                       	0.0492
demo_image/cropped_900.png	the                      	0.1334
demo_image/cropped_901.png	bost                     	0.2562
demo_image/cropped_902.png	jun                      	0.0179
demo_image/cropped_903.png	the                      	0.4267
demo_image/cropped_904.png	brise                    	0.2285
demo_image/cropped_905.png	co                       	0.2591
demo_image/cropped_906.png	digg                     	0.0061
demo_image/cropped_907.png	see                      	0.1898
demo_image/cropped_908.png	for                      	0.0887
demo_image/cropped_909.png	the                      	0.0156
demo_image/cropped_910.png	off                      	0.1141
demo_image/cropped_911.png	on                       	0.3850
demo_image/cropped_912.png	scle                     	0.0057
demo_image/cropped_913.png	sea                      	0.4918
demo_image/cropped_914.png	54                       	0.9063
demo_image/cropped_915.png	ev                       	0.9920
demo_image/cropped_916.png	532                      	0.9811
demo_image/cropped_917.png	and                      	0.0281
demo_image/cropped_918.png	rid                      	0.0675
demo_image/cropped_919.png	pige                     	0.0507
demo_image/cropped_920.png	oo                       	0.0948
demo_image/cropped_921.png	agon                     	0.0444
demo_image/cropped_922.png	and                      	0.0254
demo_image/cropped_923.png	the                      	0.2490
demo_image/cropped_924.png	cons                     	0.0021
demo_image/cropped_925.png	stat                     	0.0078
demo_image/cropped_926.png	in                       	0.1814
demo_image/cropped_927.png	the                      	0.1005
demo_image/cropped_928.png	onn                      	0.0069
demo_image/cropped_929.png	and                      	0.1001
demo_image/cropped_930.png	kind                     	0.0630
demo_image/cropped_931.png	444                      	0.6228
demo_image/cropped_932.png	and                      	0.1764
demo_image/cropped_933.png	the                      	0.0451
demo_image/cropped_934.png	the                      	0.2556
demo_image/cropped_935.png	and                      	0.0174
demo_image/cropped_936.png	estion                   	0.0006
demo_image/cropped_937.png	920                      	0.0576
demo_image/cropped_938.png	fit                      	0.1738
demo_image/cropped_939.png	lan                      	0.0043
demo_image/cropped_940.png	some                     	0.0064
demo_image/cropped_941.png	the                      	0.1346
demo_image/cropped_942.png	tsd                      	0.1491
demo_image/cropped_943.png	brist                    	0.1078
demo_image/cropped_944.png	our                      	0.0210
demo_image/cropped_945.png	to                       	0.0947
demo_image/cropped_946.png	the                      	0.0541
demo_image/cropped_947.png	bu                       	0.0546
demo_image/cropped_948.png	ev                       	0.2173
demo_image/cropped_949.png	332                      	0.0877
demo_image/cropped_950.png	to                       	0.0556
demo_image/cropped_951.png	kin                      	0.0971
demo_image/cropped_952.png	444                      	0.1486
demo_image/cropped_953.png	on                       	0.0729
demo_image/cropped_954.png	the                      	0.1779
demo_image/cropped_955.png	dff                      	0.1092
demo_image/cropped_956.png	the                      	0.1292
demo_image/cropped_957.png	kn                       	0.4961
demo_image/cropped_958.png	444                      	0.4002
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
demo_image/cropped_2.png 	the                      	0.0382
demo_image/cropped_3.png 	code                     	0.0035
demo_image/cropped_4.png 	the                      	0.0488
demo_image/cropped_5.png 	the                      	0.0877
demo_image/cropped_6.png 	gil                      	0.0859
demo_image/cropped_7.png 	1993                     	0.1193
demo_image/cropped_8.png 	the                      	0.1299
demo_image/cropped_9.png 	gm                       	0.1915
demo_image/cropped_10.png	any                      	0.0307
demo_image/cropped_11.png	and                      	0.1478
demo_image/cropped_12.png	coe                      	0.2549
demo_image/cropped_13.png	978                      	0.0877
demo_image/cropped_14.png	41                       	0.9997
demo_image/cropped_15.png	kn                       	0.9837
demo_image/cropped_16.png	444                      	0.9829
demo_image/cropped_17.png	mistraperation           	0.0000
demo_image/cropped_18.png	the                      	0.1203
demo_image/cropped_19.png	the                      	0.0466
demo_image/cropped_20.png	tv                       	0.3512
demo_image/cropped_21.png	hage                     	0.0102
demo_image/cropped_22.png	it                       	0.5511
demo_image/cropped_23.png	for                      	0.0545
demo_image/cropped_24.png	and                      	0.0500
demo_image/cropped_25.png	the                      	0.1197
demo_image/cropped_26.png	the                      	0.2633
demo_image/cropped_27.png	the                      	0.2136
demo_image/cropped_28.png	the                      	0.0664
demo_image/cropped_29.png	the                      	0.0817
demo_image/cropped_30.png	the                      	0.0389
demo_image/cropped_31.png	apr                      	0.0300
demo_image/cropped_32.png	fbi                      	0.0212
demo_image/cropped_33.png	the                      	0.0216
demo_image/cropped_34.png	the                      	0.0839
demo_image/cropped_35.png	52                       	0.2967
demo_image/cropped_36.png	ev                       	0.5120
demo_image/cropped_37.png	332                      	0.4805
demo_image/cropped_38.png	41                       	0.6098
demo_image/cropped_39.png	rhi                      	0.3663
demo_image/cropped_40.png	928                      	0.9752
demo_image/cropped_41.png	on                       	0.2860
demo_image/cropped_42.png	eco                      	0.0311
demo_image/cropped_43.png	588                      	0.0656
demo_image/cropped_44.png	go                       	0.1249
demo_image/cropped_45.png	die                      	0.0044
demo_image/cropped_46.png	seet                     	0.0296
demo_image/cropped_47.png	old                      	0.0540
demo_image/cropped_48.png	new                      	0.0650
demo_image/cropped_49.png	dose                     	0.0271
demo_image/cropped_50.png	i                        	0.2781
demo_image/cropped_51.png	kn                       	0.4257
demo_image/cropped_52.png	444                      	0.0178
demo_image/cropped_53.png	sla                      	0.1853
demo_image/cropped_54.png	eli                      	0.0523
demo_image/cropped_55.png	better                   	0.0011
demo_image/cropped_56.png	states                   	0.0003
demo_image/cropped_57.png	instating                	0.0000
demo_image/cropped_58.png	in                       	0.0517
demo_image/cropped_59.png	and                      	0.2210
demo_image/cropped_60.png	cd                       	0.2791
demo_image/cropped_61.png	one                      	0.0133
demo_image/cropped_62.png	the                      	0.1265
demo_image/cropped_63.png	cod                      	0.0129
demo_image/cropped_64.png	and                      	0.0636
demo_image/cropped_65.png	11                       	0.1405
demo_image/cropped_66.png	age                      	0.0216
demo_image/cropped_67.png	500                      	0.3075
demo_image/cropped_68.png	54                       	0.9923
demo_image/cropped_69.png	ev                       	0.9909
demo_image/cropped_70.png	532                      	0.9866
demo_image/cropped_71.png	and                      	0.0708
demo_image/cropped_72.png	kin                      	0.0381
demo_image/cropped_73.png	the                      	0.0497
demo_image/cropped_74.png	and                      	0.0909
demo_image/cropped_75.png	and                      	0.0524
demo_image/cropped_76.png	the                      	0.1819
demo_image/cropped_77.png	41                       	0.9986
demo_image/cropped_78.png	kn                       	0.9923
demo_image/cropped_79.png	444                      	0.7434
demo_image/cropped_80.png	and                      	0.0146
demo_image/cropped_81.png	kin                      	0.0708
demo_image/cropped_82.png	243                      	0.0200
demo_image/cropped_83.png	an                       	0.0488
demo_image/cropped_84.png	on                       	0.0329
demo_image/cropped_85.png	fft                      	0.0699
demo_image/cropped_86.png	san                      	0.0850
demo_image/cropped_87.png	evi                      	0.7206
demo_image/cropped_88.png	332                      	0.9164
demo_image/cropped_89.png	the                      	0.0672
demo_image/cropped_90.png	siz                      	0.0337
demo_image/cropped_91.png	apr                      	0.0430
demo_image/cropped_92.png	and                      	0.0136
demo_image/cropped_93.png	gu                       	0.1255
demo_image/cropped_94.png	sfle                     	0.0155
demo_image/cropped_95.png	111                      	0.0503
demo_image/cropped_96.png	tw                       	0.1411
demo_image/cropped_97.png	stra                     	0.0095
demo_image/cropped_98.png	the                      	0.1099
demo_image/cropped_99.png	gm                       	0.5731
demo_image/cropped_100.png	97                       	0.0797
demo_image/cropped_101.png	one                      	0.1154
demo_image/cropped_102.png	tin                      	0.0274
demo_image/cropped_103.png	ese                      	0.0091
demo_image/cropped_104.png	11                       	0.2924
demo_image/cropped_105.png	knt                      	0.4323
demo_image/cropped_106.png	444                      	0.9951
demo_image/cropped_107.png	31                       	0.0892
demo_image/cropped_108.png	kind                     	0.0072
demo_image/cropped_109.png	44c                      	0.0149
demo_image/cropped_110.png	and                      	0.0268
demo_image/cropped_111.png	fack                     	0.0033
demo_image/cropped_112.png	to                       	0.3472
demo_image/cropped_113.png	sure                     	0.0009
demo_image/cropped_114.png	evi                      	0.0367
demo_image/cropped_115.png	soff                     	0.0031
demo_image/cropped_116.png	and                      	0.1591
demo_image/cropped_117.png	god                      	0.0914
demo_image/cropped_118.png	978                      	0.4834
demo_image/cropped_119.png	17                       	0.1760
demo_image/cropped_120.png	gail                     	0.0118
demo_image/cropped_121.png	5881                     	0.2923
demo_image/cropped_122.png	31                       	0.2564
demo_image/cropped_123.png	kid                      	0.1007
demo_image/cropped_124.png	444                      	0.5290
demo_image/cropped_125.png	so                       	0.2447
demo_image/cropped_126.png	ev                       	0.9158
demo_image/cropped_127.png	532                      	0.6827
demo_image/cropped_128.png	for                      	0.0536
demo_image/cropped_129.png	eted                     	0.0031
demo_image/cropped_130.png	the                      	0.1422
demo_image/cropped_131.png	111                      	0.2454
demo_image/cropped_132.png	ugo                      	0.0323
demo_image/cropped_133.png	508                      	0.3504
demo_image/cropped_134.png	and                      	0.0210
demo_image/cropped_135.png	kid                      	0.0499
demo_image/cropped_136.png	the                      	0.0826
demo_image/cropped_137.png	1111111111111111111111111	0.0022
demo_image/cropped_138.png	ega                      	0.3505
demo_image/cropped_139.png	508                      	0.2130
demo_image/cropped_140.png	54                       	0.6585
demo_image/cropped_141.png	ev                       	0.8680
demo_image/cropped_142.png	532                      	0.9895
demo_image/cropped_143.png	can                      	0.0229
demo_image/cropped_144.png	the                      	0.4230
demo_image/cropped_145.png	tise                     	0.0968
demo_image/cropped_146.png	31                       	0.1146
demo_image/cropped_147.png	got                      	0.1123
demo_image/cropped_148.png	508                      	0.2081
demo_image/cropped_149.png	some                     	0.0254
demo_image/cropped_150.png	dille                    	0.0035
demo_image/cropped_151.png	jff                      	0.0661
demo_image/cropped_152.png	ftp                      	0.0248
demo_image/cropped_153.png	and                      	0.1364
demo_image/cropped_154.png	440                      	0.1371
demo_image/cropped_155.png	fb                       	0.0861
demo_image/cropped_156.png	ev                       	0.4153
demo_image/cropped_157.png	see                      	0.1494
demo_image/cropped_158.png	41                       	0.9839
demo_image/cropped_159.png	kn                       	0.9870
demo_image/cropped_160.png	444                      	0.6778
demo_image/cropped_161.png	in                       	0.4855
demo_image/cropped_162.png	and                      	0.0088
demo_image/cropped_163.png	fff                      	0.0254
demo_image/cropped_164.png	fb                       	0.1562
demo_image/cropped_165.png	ev                       	0.8830
demo_image/cropped_166.png	332                      	0.8956
demo_image/cropped_167.png	11                       	0.3704
demo_image/cropped_168.png	agot                     	0.0195
demo_image/cropped_169.png	588                      	0.6737
demo_image/cropped_170.png	the                      	0.1700
demo_image/cropped_171.png	you                      	0.8441
demo_image/cropped_172.png	deal                     	0.0228
